# temperature,rainfall,humidity,yield_of_corp
65,33,89,70.6
59,48,60,57.3
92,29,71,68.9
33,61,66,55.1
95,70,68,76.5
20,75,54,48.0
99,23,52,60.3
56,97,74,73.2
48,24,60,49.2
82,33,78,70.2
70,89,73,75.3
68,41,71,64.1
40,73,41,47.1
43,32,62,50.3
52,22,71,55.5
57,53,53,54.2
42,82,47,52.5
60,46,85,69.7
74,49,39,51.5
81,90,66,75.3
90,93,21,56.1
65,23,73,60.6
99,34,28,50.5
35,48,35,37.6
29,71,21,33.4
84,61,75,74.9
89,76,22,52.9
28,60,62,51.4
78,67,75,74.3
37,83,22,38.7
85,77,92,86.9
89,25,72,67.7
91,30,71,68.8
26,28,58,42.4
89,62,61,69.6
98,100,54,76.4
34,63,41,43.3
37,80,58,56.1
32,42,70,53.0
62,94,45,59.9
45,48,23,34.6
49,50,29,39.2
70,86,55,65.7
46,56,41,45.5
61,28,83,65.4
78,92,89,86.3
45,76,99,78.2
32,20,100,63.6
65,91,79,77.2
77,56,57,62.8
63,75,30,48.9
59,22,97,70.6
24,31,54,40.4
92,85,86,87.6
74,95,70,76.2
72,97,49,65.5
21,37,35,31.2
96,82,87,88.7
66,90,44,59.8
66,28,76,63.4
91,26,80,72.5
77,75,70,73.1
35,69,50,49.3
77,46,61,62.8
44,54,84,66.0
50,80,52,57.0
62,88,23,47.7
86,80,38,60.8
32,52,42,41.0
56,25,24,33.8
27,81,85,66.8
25,20,41,32.0
58,45,55,53.9
72,56,58,61.8
72,74,93,82.9
86,99,46,68.6
48,22,100,68.8
87,85,28,57.1
37,27,86,59.5
75,49,54,59.3
23,81,93,69.6
28,72,99,72.3
53,68,99,79.0
35,48,35,37.6
28,79,50,49.2
52,55,41,47.1
66,67,22,44.2
72,38,34,46.2
26,64,90,65.6
41,60,29,38.8
76,58,49,58.9
89,71,93,87.4
59,71,54,58.9
22,57,94,65.0
99,59,32,57.5
73,47,66,64.3
51,64,69,62.6
71,49,34,48.1
31,27,22,25.7
20,93,40,44.6
55,22,42,41.9
87,70,78,79.1
35,30,41,37.0
53,82,47,55.8
83,40,31,48.4
60,50,81,68.5
74,82,92,84.6
62,79,67,67.9
76,31,60,59.0
80,69,39,57.3
29,29,55,42.0
32,82,21,36.5
22,48,86,59.2
82,47,56,62.0
83,97,69,78.8
98,20,66,66.4
66,60,82,72.8
33,41,28,32.1
68,86,80,77.6
64,33,79,65.3
24,21,71,46.9
83,49,56,62.7
23,61,34,36.1
76,84,73,76.1
75,65,62,66.5
50,89,51,58.3
50,63,37,46.1
47,90,21,42.6
27,70,52,48.1
63,66,90,77.1
35,94,84,71.3
62,76,31,49.3
35,52,21,31.4
35,32,69,51.4
69,52,98,80.1
20,47,42,36.4
73,52,42,53.3
23,53,69,52.0
71,44,66,63.1
75,49,78,71.3
78,77,53,65.3
89,63,27,52.8
78,35,58,59.4
49,85,96,79.7
93,34,57,63.2
93,39,78,74.7
93,92,42,67.3
96,95,28,61.8
31,65,46,45.3
76,52,54,60.2
38,96,50,55.6
39,61,31,39.4
27,98,27,41.2
85,59,56,65.3
50,42,95,70.9
26,100,97,76.3
50,82,51,56.9
32,53,89,64.7
93,43,66,69.5
95,63,22,52.1
29,61,78,59.9
91,93,69,80.4
21,58,29,32.4
40,67,28,39.4
61,74,57,61.6
31,65,75,59.8
62,39,85,68.9
61,89,44,58.1
38,94,67,63.7
54,85,35,50.7
99,26,75,72.4
88,85,97,91.9
21,100,81,66.8
84,24,55,57.5
54,35,97,71.7
75,52,72,68.9
93,83,40,64.5
87,72,87,84.0
42,48,44,44.2
42,95,32,47.6
50,88,24,44.6
46,84,77,69.1
20,66,67,52.7
55,89,41,54.8
87,25,32,47.1
43,67,34,43.3
66,49,54,56.6
94,52,80,78.6
77,90,47,64.6
68,27,20,35.8
64,82,37,54.1
83,88,71,78.0
86,89,30,58.6
82,77,27,53.5
92,89,52,71.4
64,65,98,81.2
73,93,81,81.0
32,95,86,71.6
56,91,72,71.0
97,100,36,67.1
54,78,99,81.3
52,81,69,66.3
27,92,50,51.5
22,65,54,46.6
35,32,62,47.9
40,83,98,77.6
57,55,68,62.1
50,100,46,58.0
84,55,48,60.2
91,67,65,73.2
50,88,21,43.1
94,93,68,80.8
82,22,47,52.5
92,79,61,73.9
81,85,84,83.3
88,88,41,64.5
44,100,78,72.2
96,35,77,74.3
75,56,83,75.2
91,97,75,84.2
77,87,75,78.0
75,97,64,73.9
31,21,45,36.0
51,49,43,46.6
69,78,93,82.8
40,28,97,66.1
66,62,32,48.2
36,88,74,65.4
22,63,44,41.2
32,69,71,58.9
48,48,45,46.5
68,39,93,74.7
95,89,75,83.8
28,77,60,53.8
85,35,48,56.5
47,79,83,71.4
30,79,54,51.8
93,40,75,73.4
93,42,64,68.3
98,54,59,69.7
50,52,89,69.9
64,41,27,40.9
88,96,73,82.1
51,27,57,49.2
52,90,95,81.1
32,35,32,32.6
43,99,35,50.2
31,90,39,46.8
71,35,89,72.8
50,23,40,39.6
54,86,63,64.9
99,86,39,66.4
59,25,25,35.2
70,25,61,56.5
100,79,53,72.3
87,72,44,62.5
41,49,91,67.6
58,64,68,64.2
81,71,68,72.5
32,92,40,48.0
60,98,79,77.1
64,84,97,84.5
96,95,44,69.8
27,39,23,27.4
59,87,52,61.1
85,68,97,87.6
78,44,22,43.2
25,93,42,47.1
30,49,46,41.8
26,83,71,59.9
67,40,98,77.1
39,58,29,37.8
44,56,22,35.4
53,20,68,53.9
25,32,20,23.9
23,59,92,64.7
40,82,96,76.4
54,66,26,42.4
81,48,32,49.9
32,68,33,39.7
65,69,56,61.3
85,100,52,71.5
70,23,77,64.1
59,57,60,59.1
70,45,89,74.5
92,66,36,58.8
99,79,87,89.0
80,88,71,77.1
60,86,20,45.2
95,59,74,77.3
87,56,74,74.3
24,56,44,40.4
58,50,95,74.9
70,66,73,70.7
86,76,62,72.0
20,46,45,37.7
44,24,70,53.0
20,90,93,70.5
73,35,87,72.4
23,49,39,36.2
49,41,81,63.4
53,63,79,68.0
89,80,20,52.7
70,44,52,55.8
37,66,71,59.8
35,37,22,28.9
64,34,61,56.5
73,64,47,58.2
31,67,82,63.7
40,49,31,37.3
62,52,95,76.5
35,24,31,30.8
32,95,49,53.1
33,83,70,61.5
73,73,69,71.0
72,65,25,47.1
24,28,73,49.3
54,21,52,46.4
98,38,42,58.0
44,79,78,68.0
72,59,75,70.9
93,58,48,63.5
53,67,48,53.3
74,43,55,58.3
96,36,73,72.5
87,64,48,62.9
27,100,43,49.6
61,71,80,72.5
57,94,76,73.9
76,30,62,59.8
24,37,56,42.6
86,33,100,82.4
77,38,25,43.2
76,59,32,50.6
87,42,41,55.0
28,84,67,58.7
79,54,46,57.5
40,35,53,45.5
85,100,36,63.5
83,55,26,48.9
22,81,23,34.3
57,38,85,67.2
88,43,36,53.0
55,80,25,45.0
66,53,94,77.4
57,58,53,55.2
94,59,32,56.0
74,97,55,69.1
31,55,52,46.3
56,66,28,44.0
80,41,52,58.2
60,54,74,65.8
68,47,68,63.8
75,34,46,52.3
77,81,66,72.3
26,21,98,61.0
72,41,79,69.3
69,30,39,46.2
48,93,39,52.5
43,88,30,45.5
35,93,91,74.6
24,27,85,55.1
65,94,40,58.3
62,89,38,55.4
58,22,99,71.3
48,66,31,43.1
75,54,30,48.3
55,42,82,65.9
20,74,24,32.8
98,47,29,53.3
80,34,92,76.8
48,33,96,69.0
60,94,30,51.8
62,47,36,46.0
46,63,70,61.4
66,97,62,70.2
89,86,46,66.9
34,68,21,34.3
79,72,59,67.6
63,23,93,70.0
81,29,45,52.6
95,93,77,85.6
84,85,70,77.2
82,37,86,75.0
29,51,21,29.4
23,40,82,55.9
42,33,73,55.7
29,38,55,43.8
42,28,94,65.2
89,21,20,40.9
88,67,65,72.3
62,52,72,65.0
81,42,71,68.2
88,58,72,74.0
42,42,99,70.5
23,60,63,50.4
89,87,76,82.1
97,75,80,84.1
44,82,33,46.1
70,45,82,71.0
42,26,68,51.8
21,46,44,37.5
53,57,86,70.3
70,28,55,54.1
68,82,48,60.8
56,66,68,64.0
69,94,50,64.5
30,22,83,54.9
78,84,74,77.2
34,79,93,72.5
58,50,76,65.4
75,27,35,45.4
28,46,64,49.6
80,52,35,51.9
98,63,73,78.5
42,34,54,46.4
26,59,98,68.6
97,83,72,81.7
100,56,56,69.2
23,49,24,28.7
55,93,65,67.6
48,54,55,52.7
72,72,74,73.0
29,64,47,45.0
53,93,50,59.5
37,22,60,45.5
20,45,70,50.0
86,27,87,74.7
52,78,96,79.2
40,40,32,36.0
29,24,36,31.5
71,35,89,72.8
79,82,53,66.6
64,39,80,67.0
71,46,51,56.0
38,77,48,50.8
81,24,95,76.6
34,26,57,43.9
28,30,30,29.4
76,50,82,73.8
95,21,87,76.2
92,71,38,60.8
24,89,57,53.5
50,78,81,71.1
59,54,73,65.0
91,36,64,66.5
34,58,95,69.3
49,56,35,43.4
33,50,79,59.4
83,81,32,57.1
79,77,27,52.6
95,55,23,51.0
44,22,80,57.6
62,93,89,81.7
33,74,42,45.7
80,49,84,75.8
45,83,86,73.1
71,61,67,67.0
67,89,23,49.4
99,39,64,69.5
74,90,82,81.2
38,99,20,41.2
73,100,97,90.4
59,51,88,71.9
79,38,39,50.8
98,24,54,61.2
24,37,68,48.6
69,71,58,63.9
57,23,75,59.2
88,71,51,66.1
87,63,64,70.7
21,32,71,48.2
84,28,49,55.3
76,85,60,69.8
65,61,40,51.7
89,36,43,55.4
31,60,85,63.8
23,46,24,28.1
57,91,86,78.3
49,88,49,56.8
44,45,49,46.7
84,34,73,68.5
65,79,98,84.3
26,42,75,53.7
95,34,34,52.3
85,44,80,74.3
56,26,88,66.0
64,22,89,68.1
65,40,100,77.5
26,57,85,61.7
56,81,64,65.0
80,28,98,78.6
86,62,92,84.2
87,81,59,71.8
78,78,38,58.0
73,91,74,77.1
44,35,75,57.7
25,74,36,40.3
71,20,83,66.8
82,80,24,52.6
77,93,88,85.7
95,24,59,62.8
46,40,60,51.8
59,91,70,70.9
77,37,47,54.0
79,48,91,78.8
91,83,35,61.4
68,90,28,52.4
47,64,97,75.4
57,82,35,51.0
21,51,21,27.0
60,48,30,42.6
98,75,33,60.9
65,66,100,82.7
83,34,82,72.7
86,72,75,77.7
68,27,23,37.3
58,58,81,69.5
76,43,94,78.4
34,92,29,43.1
68,47,45,52.3
86,75,91,86.3
76,43,69,65.9
28,55,49,43.9
29,24,33,30.0
33,56,44,43.1
51,46,92,70.5
87,40,86,77.1
21,74,52,47.1
48,24,92,65.2
63,63,32,47.5
31,53,96,67.9
23,31,100,63.1
28,51,31,34.1
66,35,73,63.3
72,92,92,86.0
38,49,79,60.7
24,65,54,47.2
59,37,98,74.1
33,76,90,70.1
73,45,79,70.4
46,83,34,47.4
44,39,43,42.5
86,95,80,84.8
29,86,94,72.9
62,30,20,34.6
68,59,45,54.7
96,44,84,79.6
44,91,73,67.9
57,92,47,59.0
68,62,98,81.8
29,84,73,62.0
33,76,28,39.1
38,24,79,55.7
90,29,61,63.3
86,63,40,58.4
34,41,30,33.4
58,75,82,73.4
89,76,42,62.9
72,99,62,72.4
67,41,84,70.3
56,63,89,73.9
58,38,45,47.5
39,58,34,40.3
90,23,89,76.1
63,28,63,56.0
94,32,35,52.1
83,22,79,68.8
83,89,62,73.7
31,74,76,62.1
30,54,36,37.8
84,21,56,57.4
82,97,72,80.0
37,37,42,39.5
47,41,44,44.3
44,85,95,77.7
46,51,72,60.0
41,61,83,66.0
63,89,41,57.2
73,53,53,59.0
37,85,56,56.1
76,83,55,66.9
58,69,53,57.7
71,38,66,61.9
67,71,99,83.8
37,38,79,58.2
53,52,38,45.3
32,48,24,31.2
39,84,99,78.0
87,48,27,49.2
60,58,20,39.6
45,25,99,68.0
72,75,51,62.1
89,79,40,62.5
89,75,27,55.2
69,26,88,69.9
59,83,28,48.3
25,50,23,29.0
78,66,38,55.6
77,56,71,69.8
69,56,71,67.4
44,56,83,65.9
89,73,68,75.3
25,97,72,62.9
50,44,66,56.8
43,100,87,76.4
76,53,85,75.9
69,66,22,44.9
79,60,60,65.7
23,87,63,55.8
67,54,30,45.9
83,67,36,56.3
74,91,92,86.4
79,65,43,58.2
31,93,92,73.9
24,96,65,58.9
95,73,83,84.6
47,91,86,75.3
90,99,96,94.8
40,46,78,60.2
85,51,88,79.7
47,66,95,74.8
59,95,90,81.7
58,65,34,47.4
66,52,87,73.7
100,23,59,64.1
56,64,83,71.1
71,20,65,57.8
48,89,90,77.2
30,41,36,35.2
29,95,61,58.2
64,45,84,70.2
41,76,57,56.0
94,87,79,85.1
86,73,63,71.9
24,73,98,70.8
74,43,26,43.8
46,30,78,58.8
60,24,72,58.8
88,79,56,70.2
84,77,50,65.6
38,46,53,47.1
30,31,71,50.7
98,53,82,81.0
85,21,53,56.2
69,43,55,56.8
21,63,46,41.9
37,71,94,72.3
62,72,58,62.0
39,71,51,51.4
55,99,26,49.3
55,95,32,51.5
98,73,65,76.5
41,95,62,62.3
37,56,93,68.8
25,42,36,33.9
89,90,82,85.7
50,25,22,31.0
91,54,51,63.6
65,34,28,40.3
92,40,78,74.6
29,86,91,71.4
94,47,56,65.6
25,36,28,28.7
77,95,95,89.6
65,88,97,85.6
38,45,77,58.9
43,47,77,60.8
57,56,38,47.3
70,31,26,40.2
21,36,41,34.0
83,66,35,55.6
69,49,63,62.0
94,90,60,76.2
74,83,69,73.3
96,100,40,68.8
55,38,55,51.6
48,80,21,40.9
34,25,99,64.7
88,30,88,76.4
90,69,66,73.8
33,63,70,57.5
97,44,40,57.9
97,94,86,90.9
94,79,35,61.5
21,67,83,61.2
73,68,76,73.5
60,62,92,76.4
90,42,49,59.9
39,63,61,54.8
75,73,71,72.6
38,59,49,47.7
80,47,60,63.4
76,69,99,86.1
53,40,67,57.4
99,82,57,74.6
89,75,24,53.7
60,69,76,69.8
84,61,98,86.4
98,28,67,68.5
39,92,36,48.1
26,26,70,48.0
66,91,37,56.5
68,37,80,67.8
79,93,36,60.3
72,22,49,50.5
98,46,94,85.6
48,37,42,42.8
58,25,68,56.4
45,23,71,53.6
61,50,88,72.3
64,70,91,78.7
28,92,33,43.3
32,21,29,28.3
77,98,82,83.7
38,74,97,74.7
78,42,42,52.8
98,30,49,59.9
77,32,67,63.0
68,98,94,87.0
37,73,98,74.7
84,83,47,65.3
97,73,93,90.2
98,52,62,70.8
72,91,25,52.3
27,20,57,40.6
31,21,87,57.0
48,42,98,71.8
91,70,38,60.3
82,91,60,72.8
70,37,99,77.9
62,86,47,59.3
96,79,60,74.6
46,91,98,81.0
84,97,68,78.6
48,98,41,54.5
60,83,38,53.6
54,44,59,54.5
31,20,86,56.3
51,85,96,80.3
35,20,63,46.0
22,75,96,69.6
63,75,37,52.4
58,87,86,77.8
26,43,94,63.4
52,71,91,75.3
87,44,67,68.4
36,73,77,63.9
62,69,46,55.4
52,88,83,74.7
46,90,20,41.8
70,40,38,48.0
65,94,67,71.8
88,96,28,59.6
61,37,56,53.7
59,81,89,78.4
83,81,48,65.1
66,48,21,39.9
47,37,59,51.0
95,81,23,56.2
58,22,56,49.8
75,33,61,59.6
84,71,99,88.9
65,33,58,55.1
38,22,36,33.8
21,54,43,38.6
84,84,100,92.0
77,71,84,79.3
98,73,40,64.0
78,59,20,45.2
75,50,84,74.5
100,94,96,96.8
64,21,73,59.9
28,27,35,31.3
24,86,69,58.9
29,81,77,63.4
80,59,80,75.8
68,100,38,59.4
64,86,88,80.4
84,29,35,48.5
79,43,43,53.8
86,91,39,63.5
64,83,28,49.8
55,52,81,67.4
80,99,51,69.3
69,71,80,74.9
51,85,46,55.3
26,59,21,30.1
48,36,94,68.6
53,92,30,49.3
25,81,31,39.2
48,49,51,49.7
81,49,49,58.6
27,40,53,42.6
57,83,54,60.7
29,41,43,38.4
89,57,56,66.1
58,57,20,38.8
69,55,86,74.7
20,57,61,47.9
64,33,51,51.3
30,80,66,58.0
70,86,97,86.7
24,34,69,48.5
70,30,37,45.5
94,77,74,80.6
70,100,65,73.5
84,52,52,61.6
93,77,84,85.3
90,34,87,77.3
74,29,40,48.0
29,43,49,41.8
33,42,68,52.3
38,72,54,52.8
49,92,33,49.6
43,31,28,33.1
81,41,87,76.0
48,42,65,55.3
92,46,58,65.8
29,84,94,72.5
37,63,28,37.7
44,72,68,61.6
29,51,31,34.4
27,94,89,71.4
38,47,29,35.3
85,86,94,89.7
25,66,34,37.7
67,88,51,63.2
30,92,51,52.9
20,46,37,33.7
91,82,69,78.2
57,54,40,47.9
61,42,61,57.2
27,68,20,31.7
28,92,29,41.3
53,45,30,39.9
20,43,50,39.6
83,31,31,46.6
20,27,34,28.4
55,76,45,54.2
28,58,68,54.0
85,73,57,68.6
46,45,84,64.8
65,44,39,47.8
50,58,43,48.1
50,94,37,52.3
40,50,69,56.5
45,30,97,68.0
87,100,74,83.1
100,33,67,70.1
35,78,51,51.6
90,63,75,77.1
61,49,61,58.6
73,60,44,55.9
34,83,65,59.3
59,51,56,55.9
41,90,88,74.3
68,92,59,68.3
69,44,89,74.0
89,64,31,55.0
61,98,98,86.9
58,21,74,58.6
59,55,39,48.2
44,46,48,46.4
44,99,28,47.0
84,65,53,64.7
24,97,86,69.6
26,85,38,43.8
51,62,81,68.2
96,68,55,69.9
97,73,100,93.7
65,88,75,74.6
81,94,59,72.6
93,78,83,85.0
75,56,33,50.2
45,22,66,50.9
39,46,38,39.9
65,27,26,37.9
66,94,49,63.1
41,94,23,42.6
91,67,60,70.7
47,97,66,66.5
28,25,84,55.4
88,38,94,81.0
94,45,92,83.2
48,88,61,62.5
28,39,67,49.7
26,43,47,39.9
49,91,46,55.9
87,42,85,77.0
80,46,34,50.2
20,61,43,39.7
78,70,56,65.4
90,44,93,82.3
92,78,34,60.2
78,50,62,64.4
73,40,82,70.9
51,83,42,52.9
50,25,97,68.5
62,71,91,78.3
90,46,88,80.2
23,29,54,39.7
68,62,56,60.8
75,76,74,74.7
56,86,27,47.5
65,34,44,48.3
72,86,90,83.8
98,37,60,66.8
71,47,90,75.7
69,55,24,43.7
20,49,100,65.8
47,28,82,60.7
60,44,95,74.3
90,39,73,71.3
53,39,75,61.2
31,51,95,67.0
55,71,34,47.7
72,48,81,71.7
80,48,20,43.6
22,100,28,40.6
86,87,93,89.7
39,68,56,53.3
70,30,61,57.5
98,100,60,79.4
36,29,36,34.6
77,38,79,70.2
75,85,79,79.0
36,36,35,35.5
56,86,30,49.0
65,21,82,64.7
60,32,25,36.9
60,67,24,43.4
47,88,30,46.7
24,71,71,56.9
38,96,40,50.6
99,33,51,61.8
68,33,97,75.5
82,48,55,61.7
91,24,85,74.6
83,98,72,80.5
90,77,37,60.9
88,53,46,60.0
39,85,29,43.2
64,71,89,77.9
68,21,99,74.1
39,88,50,54.3
40,41,21,30.7
59,61,33,46.4
21,98,67,59.4
71,58,88,76.9
49,26,97,68.4
85,76,37,59.2
63,20,77,61.4
84,85,79,81.7
99,100,34,66.7
99,20,100,83.7
57,59,33,45.4
97,42,83,79.0
67,100,71,75.6
59,48,37,45.8
81,98,68,77.9
76,36,97,78.5
27,81,83,65.8
65,92,81,78.4
46,65,30,41.8
35,44,47,42.8
70,52,92,77.4
50,57,76,64.4
62,90,53,63.1
31,85,71,61.8
72,87,27,52.5
31,82,91,71.2
97,48,45,61.2
49,46,57,52.4
98,61,87,85.1
89,75,34,58.7
82,22,84,71.0
80,40,61,62.5
58,92,61,66.3
48,48,87,67.5
58,48,74,64.0
45,54,90,69.3
91,53,55,65.4
92,51,28,51.8
27,42,24,28.5
84,88,48,66.8
84,55,50,61.2
44,25,82,59.2
78,48,32,49.0
31,41,53,44.0
37,35,91,63.6
58,76,48,56.6
26,48,40,37.4
55,32,24,34.9
70,66,68,68.2
35,99,69,64.8
52,90,42,54.6
29,29,89,59.0
81,52,83,76.2
50,63,85,70.1
90,92,97,93.9
63,70,72,68.9
66,65,88,76.8
57,55,95,75.6
83,95,70,78.9
71,38,42,49.9
73,51,93,78.6
41,30,52,44.3
52,50,100,75.6
27,86,72,61.3
50,46,27,37.7
26,55,49,43.3
20,32,68,46.4
69,88,38,57.3
44,26,56,46.4
85,82,56,69.9
48,47,53,50.3
100,46,44,61.2
61,88,96,83.9
23,57,99,67.8
43,90,99,80.4
84,91,24,55.4
100,44,23,50.3
56,62,84,71.2
88,27,59,61.3
24,86,82,65.4
87,21,38,49.3
42,38,85,62.7
26,45,22,27.8
40,22,32,32.4
77,69,54,63.9
62,21,85,65.3
49,92,82,74.1
84,66,72,74.4
41,77,87,71.2
77,37,71,66.0
88,72,72,76.8
34,79,57,54.5
40,20,61,46.5
27,21,50,37.3
25,75,39,42.0
72,33,40,48.2
36,23,22,26.4
23,42,54,42.3
67,93,48,62.7
68,92,33,55.3
21,90,94,71.3
98,52,66,72.8
38,77,43,48.3
98,100,55,76.9
66,56,66,64.0
72,36,33,45.3
91,27,43,54.2
91,30,81,73.8
36,68,72,60.4
74,24,86,70.0
41,49,24,34.1
68,20,84,66.4
92,63,88,84.2
50,99,21,45.3
25,96,86,69.7
49,34,65,54.0
45,74,51,53.8
81,49,76,72.1
40,91,28,44.2
91,90,84,87.3
43,75,26,40.9
88,87,43,65.3
28,47,26,30.8
41,25,38,36.3
76,98,55,69.9
87,91,22,55.3
68,100,54,67.4
41,45,68,55.3
58,74,69,66.7
75,90,78,79.5
38,34,41,38.7
82,65,20,47.6
86,40,22,44.8
46,92,86,75.2
88,85,44,65.4
89,47,68,70.1
87,59,29,52.4
76,38,74,67.4
56,99,70,71.6
96,63,89,85.9
69,49,73,67.0
94,87,31,61.1
27,70,94,69.1
83,43,83,75.0
96,42,55,64.7
76,92,43,62.7
52,48,100,75.2
94,86,62,76.4
61,93,85,79.4
24,26,54,39.4
92,46,46,59.8
72,73,93,82.7
29,84,87,69.0
68,62,38,51.8
65,26,25,37.2
25,74,89,66.8
39,51,38,40.9
26,94,65,59.1
54,41,91,69.9
47,56,94,72.3
21,39,82,55.1
66,72,74,71.2
79,57,77,73.6
37,23,97,64.2
90,81,27,56.7
51,23,77,58.4
58,37,23,36.3
26,96,81,67.5
35,86,41,48.2
70,79,28,50.8
76,94,97,90.1
21,55,54,44.3
95,41,45,59.2
97,29,98,83.9
75,55,33,50.0
38,60,98,72.4
64,78,34,51.8
57,84,68,67.9
94,26,35,50.9
27,93,48,50.7
27,70,30,37.1
20,80,75,59.5
90,41,74,72.2
66,45,43,50.3
94,53,94,85.8
85,54,51,61.8
38,44,59,49.7
71,74,95,83.6
45,41,21,32.2
57,75,60,62.1
69,47,100,80.1
60,35,91,70.5
24,79,24,35.0
46,50,57,52.3
62,44,74,64.4
65,54,95,77.8
52,82,52,58.0
21,75,81,61.8
57,21,31,36.8
36,39,44,40.6
99,55,71,76.2
84,72,43,61.1
22,48,55,43.7
41,22,88,60.7
39,60,29,38.2
78,71,100,87.6
90,48,69,71.1
48,92,89,77.3
64,30,73,61.7
99,85,50,71.7
93,27,78,72.3
53,51,60,56.1
87,62,89,83.0
73,36,32,45.1
47,97,23,45.0
56,40,81,65.3
32,46,93,65.3
26,83,76,62.4
91,77,46,65.7
56,71,54,58.0
32,63,83,63.7
65,79,99,84.8
61,38,30,40.9
96,84,71,81.1
65,88,67,70.6
94,26,82,74.4
32,73,86,67.2
47,33,90,65.7
91,23,54,58.9
22,40,25,27.1
54,81,85,74.9
24,100,41,47.7
90,33,69,68.1
97,77,40,64.5
36,90,25,41.3
28,83,56,53.0
34,91,99,77.9
41,32,47,42.2
37,33,44,39.7
62,94,84,79.4
37,92,79,69.0
68,26,30,40.6
70,22,23,36.9
21,37,50,38.7
93,69,48,65.7
46,97,38,52.2
33,92,70,63.3
88,68,35,57.5
36,61,78,62.0
88,99,94,93.2
35,61,28,36.7
48,92,58,61.8
92,55,88,82.6
78,72,33,54.3
65,34,88,70.3
29,87,86,69.1
60,86,21,45.7
89,69,40,60.5
46,40,50,46.8
68,50,66,63.4
31,92,28,41.7
33,49,48,43.7
76,42,90,76.2
97,57,77,79.0
85,55,72,72.5
26,52,22,29.2
95,75,51,69.0
41,82,99,78.2
45,53,92,70.1
23,83,35,41.0
40,52,35,39.9
76,70,60,66.8
52,58,55,54.7
95,59,39,59.8
61,73,20,42.9
37,76,98,75.3
83,52,42,56.3
93,33,23,46.0
75,28,35,45.6
65,71,29,48.2
64,63,91,77.3
40,93,40,50.6
94,44,62,68.0
70,76,51,61.7
33,40,22,28.9
20,38,40,33.6
69,38,67,61.8
22,96,54,52.8
66,66,27,46.5
68,52,68,64.8
93,67,78,80.3
85,65,91,84.0
73,96,57,69.6
44,60,83,66.7
65,69,33,49.8
47,64,41,47.4
46,69,41,48.1
92,58,37,57.7
76,92,35,58.7
34,36,45,39.9
88,23,93,77.5
72,45,68,64.6
39,42,87,63.6
79,25,53,55.2
77,100,96,91.1
98,55,67,73.9
33,72,20,34.3
88,71,24,52.6
25,34,73,50.8
50,93,67,67.1
55,56,51,53.2
24,59,69,53.5
32,85,49,51.1
42,40,26,33.6
77,93,81,82.2
68,33,62,58.0
73,97,86,84.3
58,50,64,59.4
30,42,68,51.4
51,87,87,76.2
85,35,88,76.5
81,37,87,75.2
46,24,46,41.6
58,43,85,68.5
42,39,24,32.4
88,83,88,87.0
78,38,100,81.0
91,33,38,52.9
87,51,33,52.8
39,27,95,64.6
77,79,52,64.9
79,35,29,45.2
20,68,84,61.6
76,73,65,69.9
86,45,27,48.3
57,58,26,41.7
71,87,35,56.2
52,23,75,57.7
26,99,26,40.6
79,56,46,57.9
87,97,63,77.0
73,92,28,54.3
89,83,96,91.3
77,97,64,74.5
63,49,24,40.7
69,52,45,53.6
24,67,73,57.1
72,60,61,64.1
62,83,69,69.7
63,74,21,44.2
56,96,39,55.5
30,42,63,48.9
67,42,80,68.5
81,41,23,44.0
77,75,21,48.6
94,56,45,61.9
57,35,21,34.6
88,98,90,91.0
46,82,69,64.7
98,31,44,57.6
35,38,38,37.1
88,21,52,56.6
26,66,35,38.5
50,41,94,70.2
26,56,81,59.5
53,44,24,36.7
73,74,78,75.7
74,47,20,41.6
88,95,48,69.4
25,70,72,57.5
57,95,77,74.6
64,27,44,46.6
24,49,86,60.0
96,89,38,65.6
74,21,35,43.9
57,83,63,65.2
32,36,36,34.8
57,53,94,74.7
89,88,81,84.8
20,60,81,58.5
29,72,43,44.6
92,55,46,61.6
77,41,28,45.3
82,22,57,57.5
88,96,82,86.6
59,51,28,41.9
24,93,67,59.3
43,74,58,56.7
50,49,33,41.3
39,43,56,48.3
20,61,21,28.7
73,81,28,52.1
35,89,48,52.3
82,32,28,45.0
33,36,95,64.6
95,50,36,56.5
60,76,81,73.7
21,76,88,65.5
27,49,64,49.9
35,25,88,59.5
74,48,58,60.8
90,34,24,45.8
39,44,67,54.0
66,63,67,65.9
26,30,21,24.3
64,87,42,57.6
86,49,38,54.6
72,36,94,75.8
91,78,79,82.4
71,34,42,49.1
27,83,94,71.7
66,41,31,43.5
100,99,58,78.8
69,78,35,53.8
72,23,69,60.7
30,98,89,73.1
86,28,62,62.4
54,50,52,52.2
29,54,38,38.5
27,89,36,43.9
83,89,45,65.2
77,78,81,79.2
71,49,20,41.1
91,21,26,44.5
90,48,51,62.1
95,53,79,78.6
63,62,93,77.8
89,57,60,68.1
44,69,61,57.5
42,87,88,74.0
64,68,66,65.8
40,49,59,51.3
90,33,46,56.6
69,48,39,49.8
88,27,79,71.3
69,47,82,71.1
46,49,71,59.1
23,55,78,56.9
37,74,65,58.4
39,47,83,62.6
89,27,93,78.6
51,39,95,70.6
30,64,27,35.3
58,32,65,56.3
85,55,56,64.5
99,74,99,94.0
72,94,65,72.9
49,78,32,46.3
40,56,30,38.2
54,70,36,48.2
35,49,92,66.3
